epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,6907.44,0.47641,0.42706,0.9602,0.92592,0.89453,0.95171,0.86442,0.5345,0.5157,1.02257,0.0082081,0.0082081,0.0082081
183,6945.35,0.47982,0.4349,0.96025,0.91728,0.90453,0.95328,0.86649,0.53235,0.51003,1.01476,0.0081982,0.0081982,0.0081982
184,6980.46,0.47477,0.43554,0.95881,0.91848,0.90457,0.95196,0.86535,0.53662,0.51007,1.01743,0.0081883,0.0081883,0.0081883
185,7019.75,0.48058,0.43402,0.96285,0.91936,0.90116,0.9499,0.86384,0.54357,0.50805,1.02842,0.0081784,0.0081784,0.0081784
186,7058.61,0.47538,0.43771,0.96151,0.90558,0.90737,0.9511,0.86452,0.54429,0.52209,1.02985,0.0081685,0.0081685,0.0081685
187,7096.35,0.47459,0.43244,0.95896,0.91881,0.90195,0.95441,0.86584,0.53795,0.51408,1.02483,0.0081586,0.0081586,0.0081586
188,7134.59,0.47155,0.42889,0.95896,0.91917,0.8986,0.95351,0.86582,0.53752,0.5254,1.01523,0.0081487,0.0081487,0.0081487
189,7172.68,0.4735,0.43701,0.95855,0.92216,0.89913,0.95412,0.86424,0.54437,0.51456,1.02295,0.0081388,0.0081388,0.0081388
190,7210.67,0.47475,0.43591,0.95693,0.92061,0.90056,0.95451,0.86727,0.5524,0.49488,1.03516,0.0081289,0.0081289,0.0081289
191,7248.87,0.47646,0.43435,0.9625,0.92889,0.89288,0.95441,0.86805,0.55913,0.49973,1.03848,0.008119,0.008119,0.008119
192,7287.54,0.47561,0.42844,0.96086,0.92184,0.90277,0.95339,0.86626,0.55129,0.50688,1.03601,0.0081091,0.0081091,0.0081091
193,7325.92,0.47648,0.43103,0.96339,0.9309,0.89391,0.95273,0.8646,0.55408,0.49613,1.03684,0.0080992,0.0080992,0.0080992
194,7365.02,0.47641,0.43742,0.96018,0.92692,0.89738,0.95306,0.86557,0.54362,0.49434,1.02598,0.0080893,0.0080893,0.0080893
195,7403.49,0.47562,0.43429,0.95564,0.92397,0.89703,0.95343,0.86422,0.54611,0.49465,1.02448,0.0080794,0.0080794,0.0080794
196,7440.61,0.4732,0.43221,0.96031,0.92607,0.90018,0.95489,0.86539,0.54241,0.48216,1.02217,0.0080695,0.0080695,0.0080695
197,7478.49,0.47027,0.428,0.9577,0.92879,0.8992,0.955,0.8649,0.54714,0.48428,1.031,0.0080596,0.0080596,0.0080596
198,7516.86,0.47154,0.42567,0.95589,0.93124,0.89503,0.9546,0.86567,0.54781,0.49569,1.02678,0.0080497,0.0080497,0.0080497
199,7555.49,0.46665,0.42993,0.95633,0.92793,0.89461,0.95278,0.86488,0.54987,0.48973,1.02648,0.0080398,0.0080398,0.0080398
200,7592.47,0.47126,0.42758,0.95945,0.91949,0.90177,0.9536,0.86671,0.54828,0.4921,1.02937,0.0080299,0.0080299,0.0080299
201,7631.54,0.46817,0.41833,0.95368,0.9204,0.90568,0.95543,0.86878,0.54467,0.48645,1.02248,0.00802,0.00802,0.00802
202,7669.67,0.46799,0.42425,0.9559,0.91511,0.91331,0.95437,0.86703,0.54167,0.4809,1.03048,0.0080101,0.0080101,0.0080101
203,7708.06,0.4688,0.42784,0.95876,0.91865,0.90479,0.95422,0.86819,0.54245,0.49042,1.03329,0.0080002,0.0080002,0.0080002
204,7745.91,0.46633,0.42523,0.95581,0.92314,0.89654,0.95453,0.86884,0.53873,0.4918,1.0261,0.0079903,0.0079903,0.0079903
205,7783.48,0.47376,0.42493,0.96241,0.92737,0.89485,0.95455,0.86745,0.54343,0.50233,1.02902,0.0079804,0.0079804,0.0079804
206,7821.84,0.47204,0.43192,0.95835,0.90402,0.91644,0.95502,0.86712,0.545,0.4948,1.03407,0.0079705,0.0079705,0.0079705
207,7859.62,0.47043,0.42595,0.95622,0.90337,0.91356,0.95492,0.86875,0.55269,0.48212,1.04753,0.0079606,0.0079606,0.0079606
208,7896.67,0.46929,0.42643,0.96101,0.92069,0.9006,0.95516,0.86931,0.54874,0.48246,1.04336,0.0079507,0.0079507,0.0079507
209,7934.36,0.46782,0.42373,0.95336,0.91318,0.91086,0.95565,0.87037,0.54761,0.48088,1.0348,0.0079408,0.0079408,0.0079408
210,7973.95,0.46918,0.42439,0.95421,0.91153,0.9134,0.95579,0.87017,0.54447,0.47823,1.03552,0.0079309,0.0079309,0.0079309
211,8011.23,0.46808,0.41983,0.95663,0.92276,0.90385,0.95529,0.87006,0.54232,0.47613,1.03667,0.007921,0.007921,0.007921
212,8049.94,0.46576,0.41892,0.95316,0.92125,0.90525,0.95585,0.87094,0.53727,0.47087,1.03344,0.0079111,0.0079111,0.0079111
213,8085.59,0.46695,0.41989,0.95396,0.92866,0.8999,0.95509,0.86964,0.54388,0.4767,1.03382,0.0079012,0.0079012,0.0079012
214,8124.9,0.46392,0.41898,0.9516,0.92597,0.90318,0.95514,0.87075,0.54353,0.4741,1.02854,0.0078913,0.0078913,0.0078913
215,8164.5,0.46327,0.41176,0.95378,0.92861,0.90087,0.95419,0.86939,0.54508,0.47885,1.03311,0.0078814,0.0078814,0.0078814
216,8203.39,0.46425,0.4194,0.95229,0.92935,0.89731,0.95364,0.86965,0.54146,0.48009,1.03123,0.0078715,0.0078715,0.0078715
217,8242.52,0.46962,0.42551,0.96042,0.92756,0.903,0.95405,0.87002,0.54428,0.48079,1.03637,0.0078616,0.0078616,0.0078616
218,8280.01,0.4682,0.41977,0.95461,0.92706,0.90415,0.95419,0.87011,0.54296,0.47457,1.03618,0.0078517,0.0078517,0.0078517
219,8315.66,0.4648,0.42088,0.95676,0.9261,0.90196,0.9538,0.86996,0.54441,0.47354,1.03964,0.0078418,0.0078418,0.0078418
220,8354.28,0.46625,0.42062,0.95804,0.93041,0.89999,0.95359,0.86975,0.54392,0.47406,1.03672,0.0078319,0.0078319,0.0078319
221,8393.07,0.46767,0.41924,0.95773,0.92782,0.90129,0.95343,0.86946,0.54642,0.47598,1.0409,0.007822,0.007822,0.007822
222,8432.6,0.47256,0.42019,0.95674,0.92982,0.90164,0.95432,0.87069,0.54556,0.47446,1.03525,0.0078121,0.0078121,0.0078121
223,8470.47,0.46781,0.42246,0.95485,0.9242,0.90522,0.95532,0.87055,0.54931,0.4794,1.03894,0.0078022,0.0078022,0.0078022
224,8508.18,0.46436,0.4201,0.95392,0.92434,0.90347,0.95441,0.87054,0.55052,0.48311,1.04273,0.0077923,0.0077923,0.0077923
225,8545.43,0.46405,0.41953,0.95568,0.92481,0.90403,0.95491,0.87179,0.54669,0.47978,1.03515,0.0077824,0.0077824,0.0077824
226,8583.7,0.46856,0.41996,0.95619,0.92397,0.90466,0.95542,0.872,0.54649,0.48386,1.034,0.0077725,0.0077725,0.0077725
227,8622.04,0.46717,0.42294,0.95658,0.92703,0.90284,0.95575,0.87248,0.54358,0.48194,1.03032,0.0077626,0.0077626,0.0077626
228,8660.56,0.46316,0.41574,0.95511,0.93154,0.89901,0.9561,0.87241,0.54902,0.48448,1.03532,0.0077527,0.0077527,0.0077527
229,8698.39,0.46301,0.4184,0.95212,0.92897,0.89997,0.95605,0.87166,0.54311,0.47943,1.02809,0.0077428,0.0077428,0.0077428
230,8737.61,0.46615,0.41433,0.957,0.92807,0.8983,0.9557,0.87182,0.546,0.47958,1.02944,0.0077329,0.0077329,0.0077329
231,8774.91,0.46026,0.41596,0.95134,0.93225,0.89836,0.95617,0.87151,0.54114,0.48432,1.02131,0.007723,0.007723,0.007723
232,8812.24,0.46026,0.41249,0.95235,0.93063,0.89852,0.95622,0.87229,0.53886,0.48618,1.01855,0.0077131,0.0077131,0.0077131
233,8850.22,0.46225,0.41177,0.95212,0.92714,0.90209,0.95603,0.87286,0.53503,0.48727,1.0149,0.0077032,0.0077032,0.0077032
234,8889.51,0.46174,0.41507,0.9533,0.92711,0.9035,0.95621,0.87398,0.53327,0.48455,1.01414,0.0076933,0.0076933,0.0076933
235,8927.63,0.46641,0.41604,0.95489,0.92409,0.90601,0.95593,0.87343,0.53467,0.49051,1.01517,0.0076834,0.0076834,0.0076834
236,8966.77,0.46185,0.41317,0.95495,0.92656,0.90348,0.95643,0.87368,0.53805,0.49792,1.02012,0.0076735,0.0076735,0.0076735
237,9003.87,0.4613,0.4091,0.95232,0.92635,0.90048,0.95636,0.87237,0.53853,0.50151,1.02041,0.0076636,0.0076636,0.0076636
238,9041.48,0.45874,0.41369,0.94952,0.92067,0.90669,0.95602,0.87235,0.53779,0.49945,1.01827,0.0076537,0.0076537,0.0076537
239,9079.61,0.46284,0.41285,0.95036,0.92267,0.90237,0.95559,0.87159,0.5397,0.50044,1.01955,0.0076438,0.0076438,0.0076438
240,9117.03,0.45949,0.41058,0.95007,0.92667,0.8984,0.95536,0.871,0.54009,0.49653,1.02208,0.0076339,0.0076339,0.0076339
241,9154.94,0.45977,0.40765,0.95207,0.9195,0.90867,0.95505,0.87151,0.54623,0.49692,1.02627,0.007624,0.007624,0.007624
242,9189.73,0.46516,0.40922,0.95244,0.91473,0.91115,0.95507,0.87203,0.54491,0.50097,1.02427,0.0076141,0.0076141,0.0076141
243,9227.82,0.45731,0.40683,0.95211,0.91498,0.91145,0.95512,0.87286,0.53889,0.4944,1.02,0.0076042,0.0076042,0.0076042
244,9265.51,0.45867,0.40679,0.95082,0.91263,0.91238,0.95477,0.87238,0.53855,0.49327,1.01945,0.0075943,0.0075943,0.0075943
245,9302.26,0.46219,0.40829,0.95488,0.90916,0.91686,0.95422,0.87192,0.53977,0.49938,1.02091,0.0075844,0.0075844,0.0075844
246,9340.83,0.4579,0.41577,0.95184,0.91229,0.91518,0.95478,0.87179,0.53601,0.49706,1.01557,0.0075745,0.0075745,0.0075745
247,9378.91,0.45627,0.4085,0.95051,0.91371,0.91482,0.95499,0.87262,0.53442,0.49902,1.01404,0.0075646,0.0075646,0.0075646
248,9417.06,0.46231,0.41056,0.94993,0.91181,0.91237,0.95537,0.87336,0.53516,0.5033,1.0149,0.0075547,0.0075547,0.0075547
249,9453.96,0.46173,0.4142,0.9508,0.91777,0.9093,0.95565,0.87416,0.53744,0.506,1.01803,0.0075448,0.0075448,0.0075448
250,9491.8,0.46218,0.4123,0.95534,0.92143,0.90671,0.9555,0.8743,0.5402,0.50666,1.02147,0.0075349,0.0075349,0.0075349
251,9529.71,0.45792,0.40738,0.95268,0.91914,0.90964,0.95578,0.87388,0.54469,0.50672,1.02463,0.007525,0.007525,0.007525
252,9567.02,0.4585,0.4131,0.95236,0.91349,0.91413,0.95551,0.87334,0.54911,0.49996,1.0272,0.0075151,0.0075151,0.0075151
253,9605.12,0.4633,0.40815,0.95244,0.91349,0.91356,0.95465,0.87336,0.54886,0.49755,1.02492,0.0075052,0.0075052,0.0075052
254,9640.78,0.45609,0.41242,0.95028,0.91388,0.91239,0.95521,0.87338,0.54612,0.49463,1.02393,0.0074953,0.0074953,0.0074953
255,9679.1,0.45668,0.40418,0.94949,0.91461,0.91131,0.95477,0.8727,0.54469,0.49926,1.01997,0.0074854,0.0074854,0.0074854
256,9716.87,0.45669,0.41067,0.95092,0.91809,0.90834,0.95439,0.87201,0.54298,0.50288,1.01659,0.0074755,0.0074755,0.0074755
257,9754.41,0.45782,0.40978,0.95352,0.92037,0.90598,0.95463,0.87207,0.54145,0.5045,1.01617,0.0074656,0.0074656,0.0074656
258,9793.19,0.45492,0.40448,0.94898,0.91466,0.91221,0.9545,0.87168,0.54194,0.50516,1.0204,0.0074557,0.0074557,0.0074557
259,9831.21,0.45737,0.4091,0.94918,0.91612,0.91003,0.95452,0.87146,0.53969,0.50866,1.01902,0.0074458,0.0074458,0.0074458
260,9866.61,0.45849,0.40698,0.95008,0.91595,0.91012,0.95466,0.87162,0.53904,0.51603,1.01597,0.0074359,0.0074359,0.0074359
261,9904.49,0.45381,0.40182,0.94929,0.91412,0.91279,0.95461,0.87127,0.53405,0.52028,1.01434,0.007426,0.007426,0.007426
262,9942.9,0.46227,0.41114,0.95462,0.91473,0.91249,0.95435,0.87097,0.53264,0.51929,1.01383,0.0074161,0.0074161,0.0074161
263,9980.95,0.46169,0.40276,0.95589,0.92557,0.90124,0.95427,0.87124,0.53176,0.51912,1.01385,0.0074062,0.0074062,0.0074062
264,10018.9,0.45604,0.41147,0.94793,0.91691,0.90702,0.95417,0.87134,0.53355,0.52005,1.01697,0.0073963,0.0073963,0.0073963
265,10058,0.45443,0.40412,0.95001,0.91849,0.9087,0.95415,0.87098,0.53319,0.51444,1.01832,0.0073864,0.0073864,0.0073864
266,10096.2,0.45402,0.40397,0.95114,0.92275,0.90379,0.95504,0.87093,0.53324,0.50614,1.02026,0.0073765,0.0073765,0.0073765
267,10134.7,0.45527,0.40472,0.94882,0.92405,0.90187,0.95517,0.87127,0.53459,0.50752,1.02339,0.0073666,0.0073666,0.0073666
268,10172.3,0.45456,0.40521,0.95006,0.92517,0.89959,0.95541,0.87172,0.53545,0.50822,1.02377,0.0073567,0.0073567,0.0073567
269,10211.3,0.4561,0.40281,0.94944,0.91889,0.90701,0.95616,0.87185,0.53666,0.50854,1.02455,0.0073468,0.0073468,0.0073468
270,10249.2,0.45989,0.40663,0.95044,0.9215,0.90348,0.95602,0.87188,0.53689,0.50695,1.0235,0.0073369,0.0073369,0.0073369
271,10287,0.45261,0.40354,0.95004,0.92309,0.90238,0.95569,0.8721,0.53912,0.50829,1.02738,0.007327,0.007327,0.007327
272,10324.2,0.45023,0.39565,0.9465,0.92863,0.89872,0.95589,0.87177,0.53995,0.50752,1.02997,0.0073171,0.0073171,0.0073171
273,10362.5,0.45455,0.40309,0.94371,0.92562,0.90102,0.95577,0.87222,0.53674,0.50591,1.02815,0.0073072,0.0073072,0.0073072
274,10401.8,0.45412,0.40264,0.9505,0.92341,0.90207,0.95515,0.87224,0.53514,0.50593,1.0263,0.0072973,0.0072973,0.0072973
275,10440.3,0.45135,0.40083,0.94581,0.92346,0.90127,0.95489,0.87219,0.53566,0.51151,1.02642,0.0072874,0.0072874,0.0072874
276,10478,0.45279,0.40472,0.94951,0.92242,0.90089,0.95491,0.87198,0.53682,0.51322,1.0285,0.0072775,0.0072775,0.0072775
277,10514.3,0.45328,0.40126,0.94681,0.91898,0.90277,0.9546,0.87207,0.53763,0.51289,1.0311,0.0072676,0.0072676,0.0072676
278,10551.7,0.45469,0.39969,0.94865,0.92124,0.90115,0.95417,0.87204,0.53616,0.51111,1.03016,0.0072577,0.0072577,0.0072577
279,10589.8,0.45504,0.40236,0.95015,0.91967,0.90209,0.95424,0.87203,0.53854,0.51315,1.03132,0.0072478,0.0072478,0.0072478
280,10627.4,0.45587,0.4085,0.95032,0.91861,0.90346,0.95391,0.87152,0.53876,0.51527,1.03217,0.0072379,0.0072379,0.0072379
281,10665.2,0.4552,0.39942,0.94682,0.91954,0.90419,0.95397,0.87214,0.53911,0.51306,1.03382,0.007228,0.007228,0.007228
282,10704.2,0.4495,0.39502,0.94777,0.91583,0.90623,0.95403,0.87214,0.54049,0.50729,1.03496,0.0072181,0.0072181,0.0072181
283,10739.5,0.45135,0.40181,0.94826,0.91547,0.90726,0.95408,0.8722,0.53864,0.49989,1.03479,0.0072082,0.0072082,0.0072082
284,10777.1,0.44779,0.39239,0.94317,0.91484,0.90661,0.95447,0.87238,0.53922,0.49903,1.03507,0.0071983,0.0071983,0.0071983
285,10816,0.45972,0.39445,0.95214,0.91498,0.90843,0.95442,0.87226,0.54125,0.49711,1.03635,0.0071884,0.0071884,0.0071884
286,10853.5,0.44555,0.39811,0.94579,0.91318,0.90941,0.95457,0.87266,0.54089,0.49659,1.03602,0.0071785,0.0071785,0.0071785
287,10891.1,0.45295,0.398,0.94834,0.91562,0.90691,0.95462,0.8723,0.54032,0.49443,1.03432,0.0071686,0.0071686,0.0071686
288,10929.5,0.46031,0.39544,0.94636,0.91468,0.90791,0.9546,0.87251,0.53969,0.49509,1.03368,0.0071587,0.0071587,0.0071587
289,10967,0.45127,0.3995,0.94664,0.91644,0.9077,0.95457,0.87242,0.53995,0.49605,1.03273,0.0071488,0.0071488,0.0071488
290,11003.9,0.45072,0.39507,0.94479,0.91658,0.90728,0.95414,0.8721,0.53953,0.50036,1.03116,0.0071389,0.0071389,0.0071389
291,11041.4,0.4481,0.39778,0.94916,0.91624,0.90843,0.95354,0.87162,0.5388,0.50001,1.03037,0.007129,0.007129,0.007129
292,11079.6,0.44871,0.3932,0.94744,0.91503,0.90701,0.95283,0.87055,0.53782,0.50074,1.029,0.0071191,0.0071191,0.0071191
293,11117.2,0.45432,0.39305,0.94599,0.91593,0.90726,0.95299,0.87061,0.53707,0.50118,1.02775,0.0071092,0.0071092,0.0071092
294,11155.2,0.4505,0.39547,0.94184,0.91572,0.90827,0.95278,0.87035,0.53651,0.50106,1.02756,0.0070993,0.0070993,0.0070993
295,11191.2,0.44891,0.39713,0.94426,0.91906,0.90585,0.95275,0.87074,0.53701,0.49845,1.0284,0.0070894,0.0070894,0.0070894
296,11230.6,0.45366,0.39553,0.94845,0.91656,0.90731,0.95295,0.87128,0.53687,0.49521,1.02893,0.0070795,0.0070795,0.0070795
297,11269.2,0.44798,0.39432,0.9459,0.91623,0.9078,0.95286,0.87146,0.53643,0.4916,1.03052,0.0070696,0.0070696,0.0070696
298,11307,0.45393,0.39534,0.94543,0.91643,0.9067,0.95277,0.87125,0.536,0.49185,1.03066,0.0070597,0.0070597,0.0070597
299,11345.4,0.44978,0.39435,0.94694,0.91663,0.90627,0.95299,0.87086,0.53542,0.49159,1.03032,0.0070498,0.0070498,0.0070498
300,11383.9,0.44243,0.38942,0.9398,0.91656,0.90553,0.95287,0.87076,0.53497,0.49168,1.03028,0.0070399,0.0070399,0.0070399
301,11421,0.44711,0.39169,0.94521,0.91572,0.90729,0.95306,0.8706,0.53516,0.48947,1.0322,0.00703,0.00703,0.00703
302,11460.6,0.44885,0.39136,0.94987,0.9145,0.90706,0.95306,0.8709,0.53528,0.48867,1.03258,0.0070201,0.0070201,0.0070201
303,11499.9,0.44945,0.38928,0.94431,0.91469,0.90594,0.95304,0.8703,0.53536,0.49003,1.03249,0.0070102,0.0070102,0.0070102
304,11538.5,0.44324,0.38773,0.94571,0.91888,0.90312,0.95331,0.87035,0.53454,0.48973,1.03247,0.0070003,0.0070003,0.0070003
305,11576,0.44579,0.39527,0.94144,0.91897,0.90408,0.95362,0.87047,0.5346,0.48913,1.03332,0.0069904,0.0069904,0.0069904
306,11613.5,0.44321,0.3871,0.94012,0.92096,0.90304,0.95373,0.87035,0.53465,0.49194,1.03376,0.0069805,0.0069805,0.0069805
307,11651.3,0.44489,0.38887,0.94193,0.92112,0.9016,0.95323,0.87056,0.53433,0.49436,1.03121,0.0069706,0.0069706,0.0069706
308,11690.1,0.44676,0.38971,0.94215,0.91711,0.90544,0.95324,0.87097,0.53385,0.49468,1.03036,0.0069607,0.0069607,0.0069607
309,11728.4,0.44776,0.39893,0.94803,0.91539,0.90605,0.95316,0.87079,0.53442,0.4925,1.02989,0.0069508,0.0069508,0.0069508
310,11766.5,0.44975,0.39054,0.94814,0.91679,0.9065,0.95322,0.87095,0.53409,0.4917,1.02992,0.0069409,0.0069409,0.0069409
311,11806.1,0.4427,0.39132,0.94086,0.91601,0.90761,0.95316,0.87163,0.53367,0.49008,1.03008,0.006931,0.006931,0.006931
312,11841.9,0.45037,0.39514,0.94804,0.91556,0.90748,0.95299,0.871,0.53266,0.48988,1.02897,0.0069211,0.0069211,0.0069211
313,11879.6,0.44459,0.39199,0.94661,0.9149,0.90902,0.95297,0.87081,0.53304,0.48842,1.02937,0.0069112,0.0069112,0.0069112
314,11917.8,0.45174,0.39757,0.94948,0.9099,0.91232,0.9527,0.87083,0.53277,0.48963,1.02868,0.0069013,0.0069013,0.0069013
315,11956.5,0.44297,0.38513,0.94221,0.90765,0.91304,0.95258,0.87088,0.53262,0.49,1.02867,0.0068914,0.0068914,0.0068914
316,11993.9,0.44258,0.39286,0.94107,0.90838,0.91304,0.95248,0.87061,0.53188,0.48951,1.02867,0.0068815,0.0068815,0.0068815
317,12033.2,0.44608,0.39074,0.94393,0.91792,0.90456,0.95243,0.87073,0.5326,0.48817,1.02968,0.0068716,0.0068716,0.0068716
318,12071.8,0.44724,0.38645,0.94567,0.91804,0.90499,0.95241,0.87078,0.53225,0.48923,1.02961,0.0068617,0.0068617,0.0068617
319,12110.1,0.44151,0.38664,0.94106,0.91838,0.9046,0.95226,0.87069,0.53194,0.48871,1.0293,0.0068518,0.0068518,0.0068518
320,12148.6,0.44373,0.38875,0.94103,0.91801,0.90603,0.95237,0.87132,0.53193,0.48806,1.02961,0.0068419,0.0068419,0.0068419
321,12188.1,0.4448,0.39394,0.94281,0.91664,0.90671,0.95215,0.8707,0.5315,0.48899,1.02839,0.006832,0.006832,0.006832
322,12226.6,0.44911,0.39323,0.94917,0.91676,0.90685,0.95184,0.87083,0.53305,0.48711,1.03043,0.0068221,0.0068221,0.0068221
323,12264.7,0.43995,0.3844,0.94309,0.9176,0.90662,0.95198,0.87087,0.53326,0.48697,1.03017,0.0068122,0.0068122,0.0068122
324,12301.2,0.44398,0.38386,0.94376,0.91545,0.90864,0.95192,0.87107,0.53213,0.48966,1.02791,0.0068023,0.0068023,0.0068023
325,12339.3,0.44453,0.38645,0.93955,0.91476,0.90916,0.95191,0.87114,0.53357,0.48878,1.02831,0.0067924,0.0067924,0.0067924
326,12378.8,0.43885,0.38013,0.93806,0.9161,0.90763,0.95182,0.87099,0.5338,0.48814,1.02836,0.0067825,0.0067825,0.0067825
327,12417.8,0.43989,0.38237,0.93842,0.91857,0.90635,0.95177,0.87148,0.53357,0.48888,1.02804,0.0067726,0.0067726,0.0067726
328,12456,0.43988,0.38634,0.93965,0.91924,0.906,0.95173,0.87166,0.53362,0.48708,1.02756,0.0067627,0.0067627,0.0067627
329,12491.3,0.44101,0.38626,0.94441,0.91798,0.90617,0.95184,0.87173,0.53266,0.48551,1.02631,0.0067528,0.0067528,0.0067528
330,12529.3,0.44319,0.38305,0.94179,0.91933,0.90537,0.95176,0.87136,0.53215,0.48616,1.02574,0.0067429,0.0067429,0.0067429
331,12568,0.44228,0.38421,0.94153,0.91766,0.90633,0.95183,0.87139,0.53229,0.48268,1.0249,0.006733,0.006733,0.006733
332,12606.7,0.44015,0.38743,0.94194,0.92155,0.90202,0.95181,0.87166,0.53168,0.48239,1.02355,0.0067231,0.0067231,0.0067231
333,12645,0.44069,0.38692,0.94017,0.91865,0.9052,0.9517,0.8711,0.53105,0.48214,1.02282,0.0067132,0.0067132,0.0067132
334,12683.5,0.43796,0.37805,0.94262,0.91878,0.90474,0.9518,0.87141,0.53028,0.48178,1.02206,0.0067033,0.0067033,0.0067033
335,12719.3,0.44269,0.3858,0.93988,0.91799,0.90591,0.9518,0.8717,0.53082,0.48251,1.02217,0.0066934,0.0066934,0.0066934
336,12756.3,0.44356,0.38313,0.93775,0.91734,0.90592,0.95188,0.87186,0.53095,0.48363,1.02253,0.0066835,0.0066835,0.0066835
337,12793.8,0.43709,0.3775,0.93654,0.92045,0.90275,0.95173,0.87187,0.53101,0.48339,1.0226,0.0066736,0.0066736,0.0066736
338,12831.7,0.43879,0.38974,0.94231,0.91743,0.90556,0.95182,0.8716,0.53055,0.48377,1.02272,0.0066637,0.0066637,0.0066637
339,12868.8,0.43803,0.38996,0.94366,0.92301,0.90056,0.95176,0.87184,0.53032,0.48424,1.02229,0.0066538,0.0066538,0.0066538
340,12907.6,0.43903,0.38285,0.93935,0.9163,0.90617,0.95179,0.87142,0.53013,0.48456,1.02241,0.0066439,0.0066439,0.0066439
341,12942.3,0.43781,0.37942,0.93945,0.91636,0.90633,0.95176,0.87163,0.53025,0.48429,1.02209,0.006634,0.006634,0.006634
342,12980.2,0.44118,0.37942,0.9411,0.91408,0.90808,0.95182,0.87153,0.52936,0.48451,1.02192,0.0066241,0.0066241,0.0066241
343,13018,0.43731,0.38598,0.94012,0.9141,0.90786,0.95173,0.87139,0.52917,0.48372,1.02154,0.0066142,0.0066142,0.0066142
344,13055.8,0.44096,0.38491,0.94087,0.92243,0.89958,0.95166,0.87093,0.52862,0.48324,1.02145,0.0066043,0.0066043,0.0066043
345,13093.8,0.43911,0.37875,0.9404,0.91334,0.90801,0.95165,0.87095,0.52937,0.48355,1.02182,0.0065944,0.0065944,0.0065944
346,13131.7,0.43879,0.3843,0.93913,0.91366,0.90819,0.95161,0.87103,0.52988,0.4822,1.02204,0.0065845,0.0065845,0.0065845
347,13167.1,0.44171,0.38055,0.94365,0.91586,0.90672,0.95143,0.87124,0.52939,0.48155,1.02185,0.0065746,0.0065746,0.0065746
348,13204.5,0.43255,0.37833,0.93537,0.91463,0.90708,0.95158,0.87081,0.52959,0.48181,1.02228,0.0065647,0.0065647,0.0065647
349,13243.5,0.43698,0.38012,0.93855,0.92246,0.90084,0.95153,0.87134,0.52936,0.48142,1.02245,0.0065548,0.0065548,0.0065548
350,13281.9,0.43345,0.3702,0.9354,0.92225,0.90084,0.95169,0.87141,0.52927,0.48195,1.0224,0.0065449,0.0065449,0.0065449
